created_at,entry_id,Temp,Turbidity,DO,PH,Ammonia,Nitrate,latitude,longitude,elevation,status
2021-06-23 05:04:56 CET,12633,25.0625,36,27.152,7.87983,inf,795,,,,
2021-06-23 05:05:15 CET,12634,25.0625,35,28.058,7.88891,inf,795,,,,
2021-06-23 05:06:12 CET,12635,25.125,37,27.777,7.88437,inf,766,,,,
2021-06-23 05:06:31 CET,12636,25.125,36,27.128,7.89345,inf,793,,,,
2021-06-23 05:06:51 CET,12637,25.125,35,27.064,7.89345,inf,788,,,,
2021-06-23 05:07:10 CET,12638,25.125,36,25.607,7.89799,inf,790,,,,
2021-06-23 05:07:30 CET,12639,25.125,36,26.704,7.89345,inf,793,,,,
2021-06-23 05:07:50 CET,12640,25.125,35,33.432,7.89799,inf,794,,,,
2021-06-23 05:09:23 CET,12641,25.0625,35,28.77,7.87529,inf,788,,,,
2021-06-23 05:09:43 CET,12642,25.125,35,31.181,7.89345,inf,788,,,,
2021-06-23 05:10:39 CET,12643,25.125,35,26.96,7.89345,inf,787,,,,
2021-06-23 05:10:58 CET,12644,25.125,35,27.721,7.89345,inf,791,,,,
2021-06-23 05:11:18 CET,12645,25.125,35,27.377,7.88437,inf,789,,,,
2021-06-23 05:11:37 CET,12646,25.125,36,26.752,7.89345,inf,789,,,,
2021-06-23 05:11:57 CET,12647,25.125,35,27.04,7.89345,inf,787,,,,
2021-06-23 05:12:17 CET,12648,25.0625,35,30.805,7.89345,inf,789,,,,
2021-06-23 05:12:36 CET,12649,25.125,35,26.92,7.88437,inf,787,,,,
2021-06-23 05:12:56 CET,12650,25.0625,35,27.056,7.90253,inf,787,,,,
2021-06-23 05:13:15 CET,12651,25.0625,35,27.016,7.88891,inf,790,,,,
2021-06-23 05:13:35 CET,12652,25.125,35,21.073,7.91161,inf,787,,,,
2021-06-23 05:14:31 CET,12653,25.0625,35,21.746,7.87983,inf,787,,,,
2021-06-23 05:14:51 CET,12654,25.125,35,26.704,7.88437,inf,785,,,,
2021-06-23 05:15:10 CET,12655,25.125,35,31.133,7.88437,inf,786,,,,
2021-06-23 05:15:30 CET,12656,25.125,36,29.411,7.89799,inf,784,,,,
2021-06-23 05:15:49 CET,12657,25.0625,35,28.001,7.88891,inf,784,,,,
2021-06-23 05:16:09 CET,12658,25.125,36,31.446,7.89345,inf,786,,,,
2021-06-23 05:16:28 CET,12659,25.125,35,31.862,7.89345,inf,787,,,,
2021-06-23 05:16:48 CET,12660,25.0625,35,27.192,7.89345,inf,789,,,,
2021-06-23 05:17:07 CET,12661,25.125,35,26.976,7.88891,inf,787,,,,
2021-06-23 05:17:27 CET,12662,25.125,35,27.016,7.89345,inf,788,,,,
2021-06-23 05:17:47 CET,12663,25.125,35,27.008,7.88891,inf,785,,,,
2021-06-23 05:18:06 CET,12664,25.125,35,29.171,7.83898,inf,795,,,,
2021-06-23 05:18:26 CET,12665,25.125,35,25.759,7.87983,inf,787,,,,
2021-06-23 05:18:45 CET,12666,25.125,35,22.411,7.89345,inf,789,,,,
2021-06-23 05:19:05 CET,12667,25.125,35,29.507,7.89799,inf,790,,,,
2021-06-23 05:19:24 CET,12668,25.125,35,27.713,7.90707,inf,791,,,,
2021-06-23 05:19:44 CET,12669,25.125,35,29.443,7.89345,inf,788,,,,
2021-06-23 05:20:03 CET,12670,25.125,35,27.273,7.89345,inf,786,,,,
